payment_id,member_id,amount,payment_date,payment_type
1259,357,63.37,2023-03-08,Donation
1260,203,48.16,2025-02-08,Donation
1261,192,31.23,2023-06-10,Fine
1262,165,107.26,2025-01-09,Fine
1263,284,125.8,2022-08-06,Fine
1264,240,87.3,2023-04-03,Membership Fee
1265,361,135.33,2023-12-06,Membership Fee
1266,263,115.82,2023-12-11,Donation
1267,480,26.9,2025-02-10,Membership Fee
1268,244,143.87,2023-03-01,Fine
1269,4,164.38,2025-07-03,Donation
1270,339,147.75,2024-06-12,Fine
1271,410,60.95,2024-01-01,Fine
1272,385,37.54,2024-02-15,Fine
1273,86,49.26,2023-08-26,Fine
1274,223,146.08,2025-06-30,Fine
1275,221,33.78,2024-03-12,Fine
1276,49,164.13,2024-05-28,Donation
1277,459,196.22,2022-11-10,Fine
1278,36,135.36,2023-10-21,Fine
1279,476,42.73,2024-04-25,Membership Fee
1280,389,158.81,2023-09-17,Donation
1281,241,84.54,2023-03-01,Donation
1282,118,198.69,2024-04-13,Donation
1283,153,168.3,2024-12-20,Membership Fee
1284,206,65.32,2023-06-28,Donation
1285,431,178.16,2022-09-30,Membership Fee
1286,267,45.52,2023-10-19,Donation
1287,228,8.4,2023-02-06,Fine
1288,396,37.36,2025-05-07,Fine
1289,457,61.11,2024-10-18,Membership Fee
1290,223,58.18,2022-09-24,Donation
1291,254,196.8,2023-07-12,Fine
1292,153,126.95,2024-12-24,Membership Fee
1293,320,16.03,2023-09-16,Donation
1294,254,85.26,2024-04-25,Membership Fee
1295,172,54.48,2023-11-13,Membership Fee
1296,78,132.58,2023-05-03,Fine
1297,38,8.99,2024-09-28,Fine
1298,179,195.41,2025-01-15,Donation
1299,239,60.7,2024-03-16,Donation
1300,7,174.66,2023-01-03,Fine
1301,213,11.42,2024-11-21,Fine
1302,5,96.96,2023-08-23,Membership Fee
1303,182,65.85,2024-07-12,Fine
1304,14,62.37,2025-07-21,Fine
1305,211,167.68,2023-10-14,Membership Fee
1306,432,62.72,2023-01-31,Membership Fee
1307,317,88.01,2023-11-16,Donation
1308,30,15.03,2023-04-10,Fine
1309,102,106.97,2024-06-19,Fine
1310,475,100.76,2023-12-02,Fine
1311,51,34.6,2022-10-09,Membership Fee
1312,289,57.22,2024-03-20,Membership Fee
1313,321,102.82,2023-02-14,Fine
1314,184,86.16,2022-10-09,Donation
1315,68,171.42,2024-07-09,Fine
1316,429,74.89,2023-05-18,Fine
1317,7,145.69,2023-12-03,Donation
1318,292,88.03,2024-05-15,Fine
1319,20,178.2,2025-07-05,Membership Fee
1320,295,186.75,2023-12-17,Fine
1321,217,140.78,2024-09-01,Donation
1322,4,107.73,2023-10-16,Fine
1323,259,40.26,2024-11-25,Donation
1324,143,189.56,2024-06-07,Fine
1325,286,177.71,2024-09-23,Membership Fee
1326,235,107.78,2023-04-18,Membership Fee
1327,390,188.3,2023-07-29,Donation
1328,179,148.22,2024-08-24,Donation
1329,129,128.06,2024-09-02,Fine
1330,198,66.04,2024-02-03,Donation
1331,154,80.75,2025-01-30,Membership Fee
1332,382,182.06,2024-06-07,Membership Fee
1333,35,117.25,2024-09-06,Membership Fee
1334,54,112.93,2024-09-09,Membership Fee
1335,365,6.54,2023-01-10,Fine
1336,2,35.52,2025-01-11,Membership Fee
1337,405,190.56,2022-11-14,Membership Fee
1338,134,47.1,2024-02-19,Donation
1339,360,107.14,2024-09-25,Membership Fee
1340,387,184.61,2025-03-12,Membership Fee
1341,147,121.2,2023-05-06,Donation
1342,130,147.06,2025-01-04,Membership Fee
1343,95,73.86,2025-05-10,Donation
1344,329,197.26,2024-06-19,Membership Fee
1345,224,134.93,2025-06-06,Membership Fee
1346,33,72.96,2022-09-24,Fine
1347,120,41,2025-02-20,Donation
1348,215,162.33,2025-07-04,Donation
1349,418,128.68,2024-03-04,Fine
1350,417,157.12,2025-01-22,Membership Fee
1351,480,67.32,2023-08-24,Fine
1352,11,177,2024-08-23,Fine
1353,158,156.09,2024-06-12,Donation
1354,197,34.9,2023-12-15,Donation
1355,336,124.17,2022-10-14,Fine
1356,303,117.5,2023-01-24,Membership Fee
1357,334,110.85,2022-12-21,Fine
1358,462,50.54,2023-03-24,Fine
1359,446,130.82,2022-09-15,Membership Fee
1360,149,180.42,2023-03-12,Fine
1361,144,72.75,2024-01-16,Fine
1362,49,162.38,2024-08-19,Membership Fee
1363,131,108.23,2022-10-09,Donation
1364,184,56.65,2024-03-20,Donation
1365,72,67.34,2023-09-03,Donation
1366,8,56.13,2022-09-24,Fine
1367,475,127.39,2022-09-17,Fine
1368,61,94.26,2023-10-07,Donation
1369,176,16.24,2023-04-06,Fine
1370,257,146.15,2024-08-07,Donation
1371,397,193.98,2023-05-20,Fine
1372,482,143.75,2024-06-08,Donation
1373,133,13.21,2024-04-30,Donation
1374,292,13.58,2024-12-22,Fine
1375,473,156.22,2024-10-13,Fine
1376,403,73.95,2024-02-21,Membership Fee
1377,392,100.2,2024-05-19,Fine
1378,418,140.02,2023-06-30,Membership Fee
1379,396,28.54,2024-03-06,Donation
1380,343,105.76,2025-01-25,Donation
1381,459,126.71,2023-04-01,Membership Fee
1382,152,33.17,2023-06-01,Donation
1383,364,34.74,2022-09-10,Fine
1384,436,148.53,2025-03-26,Donation
1385,325,116.66,2025-03-17,Membership Fee
1386,167,56.64,2024-04-21,Donation
1387,382,143.71,2022-11-08,Fine
1388,241,54.31,2024-02-09,Fine
1389,386,110.16,2024-06-17,Membership Fee
1390,411,6.41,2023-05-27,Membership Fee
1391,385,168.3,2025-07-19,Fine
1392,422,187.24,2024-12-09,Donation
1393,330,162.87,2024-09-09,Donation
1394,455,155.57,2024-09-26,Membership Fee
1395,288,73.3,2024-08-28,Fine
1396,297,75.88,2025-03-11,Fine
1397,324,96.88,2025-01-25,Membership Fee
1398,242,28.09,2025-01-16,Membership Fee
1399,60,187.81,2024-09-20,Donation
1400,484,12.61,2024-07-20,Fine
1401,378,69.33,2022-10-15,Fine
1402,485,57.77,2024-06-07,Fine
1403,12,114.46,2025-03-04,Fine
1404,269,182.4,2023-06-18,Fine
1405,357,42.08,2024-01-25,Donation
1406,155,19.01,2025-03-12,Donation
1407,116,12.06,2024-03-17,Membership Fee
1408,151,91.13,2025-04-23,Fine
1409,111,49.55,2023-08-18,Membership Fee
1410,459,61.77,2024-01-06,Membership Fee
1411,156,42.28,2023-06-03,Membership Fee
1412,68,97.49,2024-08-28,Fine
1413,168,159.87,2023-04-02,Donation
1414,290,144.48,2024-06-23,Membership Fee
1415,467,173.82,2024-09-20,Donation
1416,264,19.89,2023-05-13,Fine
1417,320,186.71,2024-07-13,Fine
1418,437,135.94,2024-08-09,Donation
1419,41,72.15,2025-02-04,Donation
1420,211,106.87,2024-10-19,Membership Fee
1421,149,171.89,2025-01-08,Membership Fee
1422,409,134.91,2023-10-06,Donation
1423,434,158.31,2023-11-16,Donation
1424,487,180.66,2023-03-01,Fine
1425,4,73.35,2024-03-27,Donation
1426,389,46.96,2024-07-21,Donation
1427,217,188.78,2023-10-06,Fine
1428,233,184.48,2022-11-02,Membership Fee
1429,103,81.98,2025-02-05,Fine
1430,58,89.73,2025-01-26,Donation
1431,36,159.78,2024-04-11,Fine
1432,145,10.65,2024-04-04,Fine
1433,486,35.15,2024-06-10,Membership Fee
1434,127,103.51,2024-02-08,Donation
1435,339,188.08,2024-07-24,Membership Fee
1436,497,86.64,2025-03-28,Donation
1437,493,162.87,2023-10-21,Fine
1438,89,49.88,2025-07-06,Membership Fee
1439,126,27.97,2024-03-15,Membership Fee
1440,8,180.52,2022-11-17,Donation
1441,207,36.54,2024-12-07,Fine
1442,348,181.11,2025-07-03,Donation
1443,100,147.78,2023-12-30,Fine
1444,138,65.98,2023-03-09,Donation
1445,470,14.96,2024-03-02,Membership Fee
1446,64,146.82,2025-03-03,Fine
1447,450,166.13,2024-05-10,Donation
1448,245,120.93,2023-03-06,Fine
1449,258,16.85,2023-04-12,Membership Fee
1450,364,69.06,2024-04-04,Donation
1451,170,59.78,2023-10-31,Membership Fee
1452,279,57.52,2023-09-11,Donation
1453,482,70.56,2024-01-08,Donation
1454,34,140.42,2025-06-23,Membership Fee
1455,199,22.32,2023-12-09,Fine
1456,175,172.63,2024-02-10,Membership Fee
1457,497,199.34,2022-12-27,Membership Fee
1458,500,109.68,2025-01-20,Donation
1459,256,188.17,2025-05-04,Donation
1460,125,111.18,2023-09-17,Fine
1461,347,18.38,2023-08-10,Donation
1462,466,12.42,2022-11-23,Donation
1463,350,46.59,2023-10-03,Membership Fee
1464,349,153.17,2024-01-21,Fine
1465,289,7.94,2025-07-03,Membership Fee
1466,469,52.72,2023-06-28,Membership Fee
1467,31,79.52,2025-07-04,Membership Fee
1468,439,85.24,2025-07-05,Membership Fee
1469,251,154.85,2025-02-28,Fine
1470,237,56.73,2022-09-22,Membership Fee
1471,173,150.67,2023-03-31,Fine
1472,33,11.58,2022-10-22,Membership Fee
1473,59,140.47,2023-05-08,Membership Fee
1474,453,69.92,2024-05-27,Fine
1475,350,98.44,2023-02-13,Membership Fee
1476,383,139.13,2025-03-19,Donation
1477,380,28.42,2024-01-29,Fine
1478,484,96.04,2022-12-03,Membership Fee
1479,363,97.38,2023-11-01,Fine
1480,166,112.56,2024-01-19,Fine
1481,384,169.59,2022-08-23,Fine
1482,245,19.25,2023-05-26,Fine
1483,357,105.82,2024-09-22,Fine
1484,19,135.77,2025-07-07,Donation
1485,300,169.22,2025-02-14,Fine
1486,279,51.35,2022-12-25,Membership Fee
1487,447,16.01,2022-07-30,Fine
1488,445,28.07,2024-06-30,Donation
1489,249,150.97,2023-12-18,Donation
1490,435,33.16,2024-06-26,Membership Fee
1491,271,103.51,2024-04-19,Fine
1492,466,182.15,2024-07-26,Fine
1493,317,108.33,2022-10-16,Donation
1494,300,179.56,2025-03-31,Donation
1495,194,194.9,2025-06-08,Donation
1496,418,145.17,2023-12-21,Fine
1497,370,7.63,2024-12-20,Fine
1498,214,68.18,2023-12-16,Donation
1499,196,189.78,2025-06-03,Membership Fee
1500,134,7.36,2023-12-01,Fine
1501,343,150.59,2024-12-07,Donation
1502,203,156.83,2025-05-02,Fine
1503,95,19.04,2022-09-07,Donation
1504,56,23.87,2024-02-19,Membership Fee
1505,396,186.87,2023-06-08,Fine
1506,268,194.6,2025-02-19,Fine
1507,82,116.68,2024-10-26,Membership Fee
1508,58,84.51,2023-02-16,Membership Fee
1509,313,105.29,2025-03-13,Donation
1510,194,32.15,2025-03-01,Donation
1511,445,33.31,2025-04-19,Fine
1512,243,165.34,2023-10-14,Membership Fee
1513,322,119.11,2024-02-26,Fine
1514,229,127.35,2023-04-28,Fine
1515,426,116.86,2025-04-19,Donation
1516,176,28.35,2022-10-21,Fine
1517,340,87.36,2025-01-08,Membership Fee
1518,337,131.14,2022-12-27,Donation
1519,330,177.46,2025-06-21,Membership Fee
1520,292,171.65,2024-09-13,Fine
1521,415,139.77,2024-10-11,Donation
1522,383,179.6,2024-06-21,Donation
1523,350,128.9,2023-11-08,Donation
1524,426,89.66,2023-06-24,Fine
1525,270,184.91,2024-03-14,Donation
1526,110,104.78,2022-09-07,Donation
1527,222,148.27,2023-10-12,Fine
1528,460,97.24,2025-06-20,Donation
1529,289,29.29,2024-06-21,Membership Fee
1530,273,79.84,2024-11-03,Membership Fee
1531,328,139.25,2024-05-31,Fine
1532,446,134.02,2024-09-09,Donation
1533,110,69.04,2023-03-19,Membership Fee
1534,12,146.26,2025-03-04,Membership Fee
1535,171,155.94,2024-10-27,Donation
1536,436,161.73,2024-05-21,Membership Fee
1537,239,159.55,2023-06-06,Donation
1538,236,42.93,2024-06-17,Fine
1539,129,132.24,2023-11-28,Donation
1540,39,84.45,2025-07-22,Membership Fee
1541,144,164.88,2023-06-29,Donation
1542,156,190.9,2024-12-13,Donation
1543,228,41.42,2024-11-22,Membership Fee
1544,71,23.28,2024-03-05,Donation
1545,51,37.67,2022-08-22,Membership Fee
1546,89,98.49,2024-09-13,Fine
1547,238,16.82,2025-06-30,Fine
1548,231,42.34,2023-07-06,Donation
1549,103,148.06,2023-01-26,Fine
1550,334,43.62,2023-09-22,Fine
1551,161,121.65,2025-05-27,Fine
1552,374,47.39,2023-07-01,Membership Fee
1553,366,112.02,2024-07-20,Donation
1554,251,31.32,2024-02-06,Fine
1555,361,148.31,2024-08-02,Fine
1556,382,94.31,2022-08-24,Donation
1557,121,123.23,2023-09-23,Fine
1558,268,77.69,2022-10-20,Fine
1559,124,93.82,2025-01-05,Fine
1560,190,146.82,2024-06-19,Membership Fee
1561,486,91.38,2024-06-28,Donation
1562,47,38.71,2023-06-07,Donation
1563,378,137.72,2024-02-01,Donation
1564,195,42.91,2023-08-25,Membership Fee
1565,58,74.46,2023-03-13,Membership Fee
1566,383,18.84,2023-01-10,Membership Fee
1567,36,32.4,2024-12-12,Donation
1568,323,170.05,2024-11-15,Membership Fee
1569,386,152.25,2023-01-08,Fine
1570,343,39.87,2024-01-24,Membership Fee
1571,21,63.89,2025-07-07,Donation
1572,247,24.25,2023-12-29,Fine
1573,228,167.94,2023-07-06,Membership Fee
1574,416,170.02,2024-03-06,Membership Fee
1575,91,122.1,2025-03-28,Fine
1576,449,152.95,2023-04-23,Membership Fee
1577,324,199.35,2024-05-31,Membership Fee
1578,180,149.01,2023-05-28,Membership Fee
1579,340,43.62,2023-12-25,Fine
1580,455,94.85,2022-08-28,Donation
1581,168,179.42,2024-03-08,Fine
1582,481,84.16,2023-08-01,Donation
1583,407,20.3,2022-11-02,Fine
1584,154,49.12,2023-02-10,Donation
1585,357,14.54,2023-02-03,Membership Fee
1586,221,9.65,2024-05-28,Donation
1587,459,169.69,2022-09-08,Membership Fee
1588,160,94.97,2024-11-08,Membership Fee
1589,11,198.13,2024-12-10,Membership Fee
1590,497,20.29,2023-05-23,Fine
1591,294,46.84,2024-10-13,Membership Fee
1592,343,89.28,2023-07-13,Fine
1593,471,167.59,2022-12-27,Fine
1594,13,57.56,2022-11-08,Fine
1595,476,8.83,2024-02-20,Donation
1596,449,156.39,2024-08-30,Donation
1597,22,157.54,2022-09-06,Membership Fee
1598,198,92.25,2023-03-07,Donation
1599,240,6.19,2024-08-12,Fine
1600,285,185.24,2025-02-10,Donation
1601,230,41.76,2022-08-13,Donation
1602,57,40.28,2025-04-06,Membership Fee
1603,246,88.75,2022-10-07,Fine
1604,437,142.4,2025-05-18,Donation
1605,316,31.48,2024-07-28,Membership Fee
1606,238,116.28,2022-09-24,Donation
1607,100,37.32,2023-09-21,Fine
1608,85,81.54,2024-08-18,Fine
1609,103,27.3,2023-12-09,Fine
1610,460,188.96,2024-04-23,Fine
1611,110,73.24,2023-06-08,Donation
1612,26,73.12,2024-02-03,Fine
1613,1,120.93,2024-06-29,Membership Fee
1614,156,182.52,2024-02-01,Fine
1615,275,12.68,2024-12-27,Donation
1616,302,118.46,2025-07-22,Membership Fee
1617,465,177.1,2024-04-20,Fine
1618,102,171.25,2025-01-05,Membership Fee
1619,316,46.56,2024-01-26,Fine
1620,484,22.34,2025-02-10,Membership Fee
1621,404,143.91,2024-07-12,Donation
1622,332,183.97,2024-02-14,Membership Fee
1623,102,135.41,2025-04-07,Membership Fee
1624,439,182.03,2024-08-12,Membership Fee
1625,193,139.91,2024-03-30,Membership Fee
1626,157,55.39,2023-03-07,Donation
1627,94,146.82,2022-12-28,Membership Fee
1628,1,107.39,2024-12-07,Donation
1629,378,76.8,2023-06-03,Membership Fee
1630,189,107.53,2023-04-06,Fine
1631,360,44.6,2024-08-10,Membership Fee
1632,287,135.49,2022-10-05,Fine
1633,364,174.94,2024-08-26,Fine
1634,14,89.93,2025-05-06,Fine
1635,205,123.91,2022-08-01,Donation
1636,413,14.64,2024-06-28,Membership Fee
1637,55,128.14,2022-07-25,Donation
1638,340,196.76,2025-01-26,Membership Fee
1639,379,160.69,2022-07-31,Fine
1640,224,63.81,2024-04-13,Donation
1641,467,103.84,2023-07-14,Membership Fee
1642,38,143.99,2024-06-10,Membership Fee
1643,15,5.14,2022-12-21,Fine
1644,216,128.15,2022-09-23,Donation
1645,28,40.64,2024-12-08,Fine
1646,398,63.35,2023-06-20,Fine
1647,349,88.36,2022-11-05,Membership Fee
1648,111,158.52,2023-06-07,Fine
1649,73,92.81,2024-02-02,Membership Fee
1650,443,192.71,2023-01-03,Donation
1651,176,50.85,2024-04-03,Donation
1652,53,131.51,2025-01-07,Donation
1653,179,77.76,2024-09-11,Donation
1654,244,174.46,2023-05-25,Membership Fee
1655,453,132.12,2022-07-23,Fine
1656,95,123.05,2022-11-14,Fine
1657,61,185.73,2025-04-21,Donation
1658,341,162.02,2023-10-17,Donation
1659,132,92.96,2025-01-19,Membership Fee
1660,375,161.2,2024-04-28,Membership Fee
1661,327,78.76,2023-12-31,Fine
1662,288,8.82,2025-05-10,Donation
1663,389,72.43,2023-07-03,Fine
1664,130,117.13,2025-02-15,Fine
1665,242,5.54,2024-11-24,Membership Fee
1666,441,185.2,2023-08-10,Donation
1667,96,123.53,2022-08-23,Fine
1668,414,179.12,2025-07-20,Donation
1669,485,97.54,2023-08-16,Donation
1670,13,88.56,2023-05-05,Donation
1671,457,168.66,2024-08-18,Fine
1672,101,188.97,2024-11-20,Fine
1673,132,115.62,2024-06-24,Membership Fee
1674,301,59.01,2023-12-12,Membership Fee
1675,133,76.97,2025-01-24,Donation
1676,336,121.25,2023-05-13,Donation
1677,311,163.97,2022-10-24,Donation
1678,216,57.05,2022-08-05,Fine
1679,435,6.4,2022-10-24,Donation
1680,226,104.84,2023-01-08,Membership Fee
1681,183,188.65,2024-06-07,Membership Fee
1682,485,144.28,2025-06-06,Donation
1683,348,70.27,2023-01-05,Fine
1684,340,104.33,2024-11-01,Fine
1685,6,88.43,2024-10-25,Membership Fee
1686,100,8.77,2022-07-23,Fine
1687,491,111.43,2025-04-24,Donation
1688,96,192.55,2022-08-31,Membership Fee
1689,160,73.56,2022-11-11,Donation
1690,453,167.45,2023-01-12,Fine
1691,434,72.7,2024-01-11,Fine
1692,462,83.76,2025-06-15,Membership Fee
1693,407,104.74,2023-09-07,Membership Fee
1694,154,54.81,2022-12-18,Membership Fee
1695,92,51.05,2023-11-21,Donation
1696,454,93.86,2025-05-15,Donation
1697,200,160.13,2023-10-28,Membership Fee
1698,227,66.81,2025-02-24,Membership Fee
1699,445,73.3,2023-05-19,Membership Fee
1700,138,64.96,2025-05-17,Donation
1701,195,186.15,2024-11-14,Membership Fee
1702,135,16.5,2023-02-06,Donation
1703,254,124.26,2022-11-06,Donation
1704,57,105.01,2023-02-11,Donation
1705,491,152.63,2025-01-02,Membership Fee
1706,318,85.91,2022-11-11,Membership Fee
1707,234,24.82,2023-10-09,Fine
1708,259,61.81,2023-04-13,Membership Fee
1709,397,183.64,2025-03-08,Fine
1710,404,121,2024-07-24,Fine
1711,141,113.96,2023-08-06,Donation
1712,382,93.31,2024-08-05,Fine
1713,129,186.5,2025-03-10,Fine
1714,33,83.2,2023-05-14,Membership Fee
1715,397,190.88,2023-01-25,Fine
1716,108,76.83,2022-10-06,Fine
1717,248,73.08,2025-07-20,Membership Fee
1718,293,135.16,2024-10-20,Fine
1719,500,58.59,2025-04-10,Fine
1720,422,78.15,2024-03-23,Membership Fee
1721,311,26.86,2024-10-05,Donation
1722,372,112.26,2023-03-04,Fine
1723,397,114.42,2024-08-23,Fine
1724,99,77.92,2024-09-16,Donation
1725,271,26.42,2025-01-07,Donation
1726,243,124.62,2023-08-28,Fine
1727,469,158.77,2024-01-03,Donation
1728,496,81.68,2024-11-06,Fine
1729,478,157.08,2023-11-23,Membership Fee
1730,4,165.49,2023-03-01,Donation
1731,66,59.75,2023-05-28,Fine
1732,171,105.51,2022-10-25,Membership Fee
1733,353,194.97,2024-03-25,Membership Fee
1734,11,24.18,2022-08-02,Donation
1735,437,103.44,2025-04-25,Donation
1736,295,161.34,2024-02-02,Membership Fee
1737,378,55.59,2024-05-20,Fine
1738,229,176.1,2025-07-16,Membership Fee
1739,10,133.02,2025-01-04,Membership Fee
1740,413,68.65,2025-02-15,Donation
1741,480,59.01,2024-05-07,Membership Fee
1742,347,148.44,2024-10-11,Membership Fee
1743,434,46.68,2023-01-18,Membership Fee
1744,264,189.56,2022-10-26,Fine
1745,115,188.18,2024-02-25,Fine
1746,4,178.98,2023-06-08,Donation
1747,400,86.97,2022-08-06,Membership Fee
1748,28,155.25,2022-12-11,Fine
1749,396,91.32,2023-03-27,Fine
1750,192,8.63,2022-08-16,Donation
1751,308,187.15,2024-09-25,Donation
1752,23,118.67,2023-04-07,Fine
1753,51,117.37,2022-11-09,Fine
1754,49,62.29,2024-08-20,Membership Fee
1755,16,86.15,2025-07-07,Fine
1756,123,181.91,2023-03-21,Fine
1757,132,52.09,2025-03-08,Membership Fee
1758,176,53.29,2024-10-12,Fine
1759,387,31.82,2022-10-29,Membership Fee
1760,354,158.53,2023-07-19,Fine
1761,368,106.68,2022-12-11,Fine
1762,295,9.2,2022-08-16,Membership Fee
1763,115,19.48,2024-12-25,Membership Fee
1764,124,152.77,2024-09-18,Membership Fee
1765,130,40.87,2023-05-31,Fine
1766,183,83.89,2025-07-20,Fine
1767,53,163.58,2023-01-31,Fine
1768,470,38.67,2024-12-02,Donation
1769,67,36.74,2023-12-15,Fine
1770,130,57.24,2023-01-01,Membership Fee
1771,253,150.73,2024-06-16,Fine
1772,131,170.58,2022-08-09,Membership Fee
1773,215,44.99,2022-11-26,Membership Fee
1774,299,132.21,2025-06-17,Donation
1775,451,69.51,2022-11-07,Membership Fee
1776,80,148.03,2023-07-22,Donation
1777,234,81.66,2024-12-31,Donation
1778,237,77.68,2022-08-24,Donation
1779,18,43.8,2024-10-21,Donation
1780,31,120.22,2024-02-15,Membership Fee
1781,355,85.91,2023-02-06,Fine
1782,310,48.07,2025-06-19,Membership Fee
1783,107,26.71,2024-08-03,Membership Fee
1784,253,51.59,2023-02-06,Membership Fee
1785,184,33.41,2023-05-30,Membership Fee
1786,187,161.89,2025-06-24,Membership Fee
1787,45,130.7,2023-04-25,Fine
1788,457,169.81,2023-08-25,Membership Fee
1789,136,69.01,2022-12-08,Fine
1790,291,168.92,2024-03-02,Fine
1791,455,157.93,2024-05-07,Membership Fee
1792,317,27.14,2024-12-08,Fine
1793,390,18.23,2022-12-17,Donation
1794,96,34.08,2024-08-31,Membership Fee
1795,428,38.85,2024-01-14,Donation
1796,164,87.86,2023-09-24,Donation
1797,322,51.98,2022-09-19,Donation
1798,5,183.44,2023-06-03,Donation
1799,459,105.35,2025-07-17,Membership Fee
1800,33,197.15,2024-04-08,Membership Fee
1801,328,62.17,2023-10-17,Membership Fee
1802,225,71.64,2022-12-23,Fine
1803,332,150.03,2024-08-08,Donation
1804,61,18.95,2023-01-03,Donation
1805,453,65.61,2023-11-20,Donation
1806,162,11.24,2024-10-18,Donation
1807,22,62.44,2024-10-30,Fine
1808,395,180.86,2025-07-01,Fine
1809,251,120.07,2025-06-10,Membership Fee
1810,221,140.84,2025-03-25,Membership Fee
1811,443,102.44,2024-11-30,Fine
1812,344,40.44,2023-05-16,Donation
1813,482,55.1,2023-10-08,Fine
1814,464,119.68,2022-10-23,Membership Fee
1815,453,84.85,2025-04-28,Donation
1816,376,92.48,2024-04-27,Membership Fee
1817,292,21.9,2024-07-14,Membership Fee
1818,147,134.77,2023-12-19,Fine
1819,347,190.01,2024-03-08,Donation
1820,94,7.43,2024-09-04,Membership Fee
1821,61,110.8,2023-06-17,Donation
1822,324,124.14,2024-06-24,Fine
1823,193,56.41,2023-12-04,Fine
1824,293,193.55,2024-01-01,Donation
1825,130,68.28,2023-02-10,Donation
1826,261,151.11,2022-09-06,Donation
1827,150,173.6,2024-01-13,Membership Fee
1828,293,96.92,2022-08-08,Membership Fee
1829,265,163.51,2024-08-20,Fine
1830,431,19.26,2023-10-10,Donation
1831,356,100,2023-02-27,Donation
1832,408,37.92,2024-03-23,Membership Fee
1833,337,143.37,2023-03-17,Donation
1834,89,163.1,2025-03-31,Fine
1835,451,89.71,2023-05-23,Fine
1836,124,172.35,2023-07-19,Membership Fee
1837,435,151.3,2023-02-25,Donation
1838,86,29.45,2025-01-17,Donation
1839,324,162.7,2023-07-12,Fine
1840,211,80.43,2024-02-04,Fine
1841,397,197.95,2025-06-14,Membership Fee
1842,111,176.03,2024-10-05,Fine
1843,35,10.2,2024-06-12,Donation
1844,123,198.98,2024-03-05,Fine
1845,180,184.3,2022-10-16,Membership Fee
1846,254,14.42,2025-02-05,Membership Fee
1847,180,14.02,2022-09-03,Membership Fee
1848,334,38.15,2022-11-11,Donation
1849,30,43.16,2023-09-22,Membership Fee
1850,261,53.28,2024-09-24,Fine
1851,199,23.73,2024-03-18,Donation
1852,324,58.5,2024-09-25,Membership Fee
1853,207,148.27,2025-02-01,Donation
1854,328,162.16,2022-12-21,Fine
1855,454,63.18,2025-01-05,Donation
1856,462,79.64,2024-08-27,Fine
1857,80,121.96,2024-03-15,Donation
1858,109,14.53,2022-09-30,Donation
1859,317,18.69,2023-03-09,Fine
1860,126,157.34,2024-10-08,Fine
1861,471,132.85,2024-02-09,Membership Fee
1862,136,84.11,2025-02-17,Fine
1863,280,66.27,2023-09-18,Donation
1864,372,115.92,2023-05-15,Fine
1865,192,13.39,2023-07-10,Fine
1866,244,73.83,2025-07-03,Membership Fee
1867,477,160.91,2023-01-04,Membership Fee
1868,457,57.22,2024-09-03,Membership Fee
1869,247,198.12,2023-06-10,Fine
1870,101,124.07,2023-11-09,Fine
1871,234,173.78,2023-01-15,Membership Fee
1872,315,16.97,2022-08-06,Fine
1873,468,36.18,2022-09-17,Membership Fee
1874,371,9.34,2022-10-12,Membership Fee
1875,245,100.96,2024-03-01,Membership Fee
1876,182,46.76,2022-10-06,Membership Fee
1877,394,173.06,2022-12-22,Donation
1878,59,74.93,2024-07-02,Membership Fee
1879,230,109.25,2024-08-05,Donation
1880,380,160.42,2022-11-13,Membership Fee
1881,153,131.67,2023-12-30,Membership Fee
1882,422,36.68,2022-08-13,Membership Fee
1883,181,96.28,2024-11-01,Fine
1884,249,152.25,2023-04-23,Membership Fee
1885,234,193.8,2023-04-25,Donation
1886,124,46.59,2022-11-22,Membership Fee
1887,377,17.35,2023-09-06,Membership Fee
1888,70,142.78,2025-07-15,Fine
1889,333,120.5,2025-02-18,Donation
1890,171,41.49,2024-10-19,Membership Fee
1891,1,99.8,2024-04-01,Donation
1892,314,199.76,2025-05-30,Membership Fee
1893,57,10.03,2023-11-11,Fine
1894,337,24.21,2024-04-18,Fine
1895,379,65.17,2023-12-01,Fine
1896,186,177.49,2025-03-08,Donation
1897,163,174.52,2025-01-19,Fine
1898,59,105.1,2023-02-11,Donation
1899,89,181.36,2022-12-11,Donation
1900,385,81.27,2025-04-25,Fine
1901,26,181.71,2023-10-29,Fine
1902,457,14.55,2023-02-28,Membership Fee
1903,154,82.6,2023-06-05,Membership Fee
1904,497,140.97,2024-03-29,Donation
1905,251,191.08,2025-05-06,Fine
1906,259,111.86,2023-01-31,Fine
1907,147,10,2025-04-16,Fine
1908,339,159.68,2025-03-12,Fine
1909,301,101.04,2024-01-03,Membership Fee
1910,317,100.54,2022-08-21,Fine
1911,320,126.61,2023-07-20,Donation
1912,134,168.06,2024-09-06,Fine
1913,376,107.7,2024-06-04,Donation
1914,162,80.46,2023-12-29,Fine
1915,425,137.21,2024-06-27,Donation
1916,114,131.6,2024-07-22,Fine
1917,187,123.77,2024-12-16,Fine
1918,409,189.6,2025-01-09,Membership Fee
1919,37,105.35,2022-10-14,Donation
1920,473,143.05,2022-10-04,Fine
1921,76,164.65,2023-07-01,Fine
1922,39,45.31,2024-12-04,Donation
1923,317,54.26,2022-08-03,Fine
1924,152,103.51,2022-09-15,Fine
