loan_id,book_id,member_id,loan_date,due_date,return_date,fine
2196,786,19,2025-04-22,2025-05-06,2025-05-12,8.48
2197,9,160,2023-02-16,2023-03-02,2023-03-10,15.04
2198,762,100,2025-07-18,2025-08-01,2025-07-31,0
2199,6,326,2023-11-20,2023-12-04,2023-12-09,7.05
2200,815,386,2024-08-13,2024-08-27,2024-08-26,0
2201,199,111,2025-01-05,2025-01-19,2025-01-28,8.16
2202,510,373,2023-04-03,2023-04-17,2023-04-18,11.46
2203,350,500,2023-08-27,2023-09-10,2023-09-08,0
2204,276,11,2023-07-28,2023-08-11,,0
2205,538,453,2023-06-19,2023-07-03,,0
2206,416,331,2023-05-13,2023-05-27,2023-05-31,14.46
2207,565,206,2023-09-26,2023-10-10,2023-10-23,15.98
2208,974,48,2023-11-02,2023-11-16,2023-11-12,0
2209,367,300,2023-02-06,2023-02-20,2023-02-27,11.9
2210,551,374,2023-07-12,2023-07-26,2023-07-25,0
2211,723,177,2024-07-30,2024-08-13,2024-08-21,4.46
2212,212,406,2025-02-02,2025-02-16,2025-02-12,0
2213,324,431,2023-12-24,2024-01-07,2024-01-07,0
2214,562,140,2025-04-28,2025-05-12,2025-05-11,0
2215,317,43,2024-12-22,2025-01-05,2025-01-12,18.32
2216,248,116,2022-11-11,2022-11-25,2022-12-02,14.51
2217,916,57,2025-01-04,2025-01-18,2025-01-18,0
2218,553,447,2023-02-14,2023-02-28,,0
2219,122,328,2023-09-16,2023-09-30,2023-10-06,15.38
2220,150,220,2022-10-07,2022-10-21,2022-10-22,13.5
2221,768,214,2022-11-13,2022-11-27,2022-12-04,18.32
2222,929,338,2023-01-10,2023-01-24,2023-02-07,18.08
2223,531,143,2024-09-26,2024-10-10,2024-10-09,0
2224,168,324,2024-05-30,2024-06-13,2024-06-16,15.09
2225,548,261,2025-05-23,2025-06-06,2025-06-09,12.44
2226,910,228,2024-06-12,2024-06-26,2024-06-27,18.99
2227,986,34,2023-01-15,2023-01-29,2023-02-07,3.52
2228,824,196,2023-06-19,2023-07-03,2023-07-02,0
2229,44,117,2025-07-07,2025-07-21,2025-07-31,18.29
2230,536,76,2023-12-24,2024-01-07,2024-01-14,2.12
2231,92,226,2024-03-01,2024-03-15,2024-03-20,18.96
2232,232,494,2024-08-09,2024-08-23,2024-08-27,11.68
2233,637,312,2023-01-09,2023-01-23,2023-02-01,16.08
2234,106,163,2022-11-05,2022-11-19,,0
2235,811,22,2023-07-25,2023-08-08,2023-08-23,9.25
2236,923,480,2024-10-08,2024-10-22,2024-10-30,11.71
2237,839,497,2023-11-22,2023-12-06,2023-12-13,4.73
2238,463,193,2022-11-20,2022-12-04,,0
2239,469,217,2022-11-07,2022-11-21,2022-12-05,17.89
2240,770,215,2023-12-30,2024-01-13,,0
2241,399,273,2024-11-02,2024-11-16,2024-11-14,0
2242,81,56,2024-04-23,2024-05-07,2024-05-18,16.69
2243,192,495,2023-12-07,2023-12-21,,0
2244,289,313,2022-09-24,2022-10-08,2022-10-21,18.12
2245,670,94,2023-01-22,2023-02-05,2023-02-20,8.34
2246,524,136,2024-05-24,2024-06-07,2024-06-05,0
2247,678,419,2023-11-25,2023-12-09,,0
2248,158,200,2024-04-11,2024-04-25,2024-05-11,13.3
2249,58,343,2025-04-30,2025-05-14,2025-05-30,16.33
2250,312,246,2025-03-08,2025-03-22,,0
2251,667,107,2025-03-31,2025-04-14,2025-04-27,10.75
2252,831,180,2025-01-01,2025-01-15,2025-01-21,16.41
2253,61,400,2024-07-31,2024-08-14,2024-08-29,16.79
2254,933,157,2023-09-21,2023-10-05,2023-10-08,15.1
2255,943,273,2024-08-16,2024-08-30,,0
2256,358,52,2024-03-15,2024-03-29,2024-04-08,19.48
2257,563,323,2025-05-02,2025-05-16,2025-06-01,2.38
2258,169,413,2023-07-23,2023-08-06,2023-08-07,4.04
2259,389,6,2023-11-10,2023-11-24,2023-12-09,11.92
2260,600,327,2024-03-07,2024-03-21,2024-03-29,8.06
2261,675,22,2025-03-07,2025-03-21,2025-03-28,3.83
2262,826,316,2025-05-03,2025-05-17,,0
2263,444,233,2024-01-27,2024-02-10,2024-02-22,12.79
2264,959,402,2024-02-28,2024-03-13,2024-03-22,17.88
2265,420,455,2024-07-12,2024-07-26,,0
2266,635,460,2024-08-17,2024-08-31,,0
2267,788,297,2025-04-05,2025-04-19,2025-05-05,2.72
2268,121,423,2023-08-25,2023-09-08,2023-09-04,0
2269,677,312,2024-04-28,2024-05-12,,0
2270,888,186,2025-05-02,2025-05-16,2025-06-01,1
2271,693,184,2022-07-23,2022-08-06,,0
2272,775,173,2022-12-23,2023-01-06,2023-01-19,2.7
2273,874,27,2022-11-20,2022-12-04,2022-12-06,13.85
2274,146,230,2024-09-18,2024-10-02,2024-10-04,18.36
2275,465,191,2023-03-21,2023-04-04,2023-04-14,8.48
2276,829,328,2024-05-03,2024-05-17,2024-05-15,0
2277,669,304,2022-11-07,2022-11-21,2022-11-20,0
2278,141,302,2024-09-06,2024-09-20,2024-10-03,4.29
2279,523,471,2023-07-13,2023-07-27,2023-07-31,18.99
2280,583,448,2022-12-19,2023-01-02,,0
2281,109,197,2023-01-20,2023-02-03,2023-02-09,1.92
2282,674,270,2023-10-20,2023-11-03,2023-11-14,3.46
2283,325,120,2025-03-13,2025-03-27,2025-03-31,17.97
2284,155,2,2024-05-09,2024-05-23,2024-06-05,18.26
2285,469,368,2023-11-20,2023-12-04,2023-12-01,0
2286,81,336,2025-06-20,2025-07-04,,0
2287,310,296,2024-02-12,2024-02-26,2024-03-08,15.64
2288,80,407,2025-02-15,2025-03-01,2025-02-28,0
2289,854,432,2023-11-29,2023-12-13,2023-12-09,0
2290,172,257,2024-02-12,2024-02-26,2024-03-04,1.31
2291,712,136,2024-02-06,2024-02-20,2024-03-06,6.86
2292,102,207,2022-09-11,2022-09-25,,0
2293,642,28,2024-08-05,2024-08-19,2024-08-20,13.67
2294,210,375,2025-06-20,2025-07-04,2025-07-07,9.53
2295,15,303,2025-02-06,2025-02-20,2025-03-07,17.27
2296,593,294,2023-06-19,2023-07-03,2023-07-19,1.95
2297,737,453,2025-05-10,2025-05-24,2025-06-04,7
2298,42,103,2025-01-04,2025-01-18,2025-01-28,19.06
2299,740,475,2025-05-21,2025-06-04,2025-06-12,13.33
2300,474,272,2023-02-25,2023-03-11,2023-03-22,9.38
2301,345,299,2025-04-25,2025-05-09,,0
2302,109,306,2023-07-19,2023-08-02,2023-08-08,12.26
2303,113,268,2022-08-08,2022-08-22,,0
2304,767,146,2024-10-25,2024-11-08,2024-11-09,19.62
2305,690,486,2025-04-08,2025-04-22,2025-04-29,8.21
2306,716,211,2025-05-05,2025-05-19,2025-06-03,1.27
2307,992,189,2023-05-14,2023-05-28,2023-06-13,5.84
2308,777,89,2024-08-01,2024-08-15,,0
2309,662,155,2023-05-23,2023-06-06,2023-06-03,0
2310,892,380,2024-05-20,2024-06-03,2024-06-10,7.3
2311,393,323,2023-11-07,2023-11-21,2023-11-28,7.19
2312,140,326,2024-01-16,2024-01-30,2024-02-15,15.9
2313,171,366,2024-10-08,2024-10-22,2024-10-26,8.77
2314,150,244,2023-10-13,2023-10-27,2023-10-24,0
2315,947,148,2024-07-28,2024-08-11,,0
2316,479,386,2024-09-02,2024-09-16,2024-10-02,9.91
2317,912,201,2025-03-15,2025-03-29,2025-04-12,18.64
2318,298,130,2023-11-11,2023-11-25,2023-11-23,0
2319,973,318,2024-10-27,2024-11-10,2024-11-16,14.31
2320,872,486,2024-12-26,2025-01-09,2025-01-17,4.83
2321,749,334,2024-12-08,2024-12-22,2024-12-23,3.72
2322,197,42,2023-03-15,2023-03-29,2023-03-31,6.36
2323,858,317,2023-10-16,2023-10-30,2023-10-31,4.07
2324,466,399,2024-02-03,2024-02-17,2024-03-03,8.65
2325,1000,104,2023-02-04,2023-02-18,2023-02-21,16.83
2326,845,52,2023-12-06,2023-12-20,,0
2327,593,69,2024-01-04,2024-01-18,2024-01-14,0
2328,708,59,2023-09-10,2023-09-24,2023-10-03,4.97
2329,578,74,2025-05-10,2025-05-24,2025-05-27,17.85
2330,887,239,2024-11-16,2024-11-30,2024-11-26,0
2331,829,319,2025-02-19,2025-03-05,,0
2332,428,333,2022-08-09,2022-08-23,2022-08-25,10.43
2333,291,378,2025-04-01,2025-04-15,2025-04-29,10.58
2334,56,5,2023-07-19,2023-08-02,2023-08-15,13.42
2335,520,471,2023-09-28,2023-10-12,2023-10-22,15.35
2336,119,104,2023-01-27,2023-02-10,2023-02-13,7.45
2337,964,285,2023-09-13,2023-09-27,2023-09-24,0
2338,30,186,2023-12-22,2024-01-05,2024-01-06,11.54
2339,370,21,2023-09-29,2023-10-13,2023-10-13,0
2340,800,250,2022-08-01,2022-08-15,2022-08-17,3.01
2341,677,72,2025-05-12,2025-05-26,2025-05-31,16.22
2342,613,402,2025-06-19,2025-07-03,,0
2343,716,37,2023-06-22,2023-07-06,2023-07-04,0
2344,967,237,2022-12-07,2022-12-21,2022-12-23,3.29
2345,468,253,2024-11-15,2024-11-29,2024-11-28,0
2346,346,436,2025-07-16,2025-07-30,2025-08-13,5.97
2347,521,35,2023-02-07,2023-02-21,,0
2348,287,176,2022-11-13,2022-11-27,,0
2349,388,459,2024-11-20,2024-12-04,,0
2350,618,144,2023-02-12,2023-02-26,2023-03-08,4.03
2351,141,388,2024-11-17,2024-12-01,,0
2352,562,18,2023-04-29,2023-05-13,2023-05-09,0
2353,252,99,2022-09-12,2022-09-26,2022-09-23,0
2354,824,355,2025-03-22,2025-04-05,2025-04-11,3.05
2355,93,140,2023-09-18,2023-10-02,2023-10-12,15.31
2356,164,303,2023-09-11,2023-09-25,2023-09-27,10.71
2357,888,68,2022-09-01,2022-09-15,2022-09-30,7.17
2358,449,236,2023-09-18,2023-10-02,2023-09-29,0
2359,156,415,2025-07-04,2025-07-18,2025-08-03,8.39
2360,113,79,2025-03-07,2025-03-21,2025-03-18,0
2361,550,99,2023-04-17,2023-05-01,2023-05-02,3.94
2362,867,190,2025-05-16,2025-05-30,2025-06-15,3.41
2363,560,297,2025-06-22,2025-07-06,2025-07-07,16.88
2364,202,146,2023-10-18,2023-11-01,2023-11-02,4.71
2365,329,183,2024-08-29,2024-09-12,2024-09-19,18.98
2366,403,435,2025-04-06,2025-04-20,2025-04-16,0
2367,177,65,2023-03-18,2023-04-01,2023-03-30,0
2368,153,403,2023-09-09,2023-09-23,,0
2369,487,173,2024-12-12,2024-12-26,2024-12-25,0
2370,923,261,2025-07-11,2025-07-25,2025-08-07,15.02
2371,334,447,2022-11-14,2022-11-28,2022-12-11,5.81
2372,406,499,2023-08-22,2023-09-05,2023-09-11,18.55
2373,632,256,2023-06-29,2023-07-13,2023-07-19,5.06
2374,832,167,2022-09-18,2022-10-02,2022-10-06,17.67
2375,5,115,2023-12-25,2024-01-08,,0
2376,262,392,2023-01-17,2023-01-31,,0
2377,500,54,2024-02-20,2024-03-05,2024-03-19,7.03
2378,648,117,2022-09-01,2022-09-15,2022-09-20,3.73
2379,482,215,2023-01-05,2023-01-19,2023-01-29,7.85
2380,24,371,2023-07-20,2023-08-03,2023-08-15,2.27
2381,694,96,2024-10-31,2024-11-14,,0
2382,693,141,2024-06-22,2024-07-06,2024-07-07,7.42
2383,669,371,2023-04-09,2023-04-23,2023-05-02,3.78
2384,745,161,2025-02-16,2025-03-02,2025-03-08,7.25
2385,944,60,2025-05-24,2025-06-07,2025-06-06,0
2386,653,245,2023-11-30,2023-12-14,2023-12-27,18.88
2387,596,375,2023-10-04,2023-10-18,2023-10-29,14.4
2388,252,421,2023-08-25,2023-09-08,2023-09-10,18.61
2389,348,389,2024-06-02,2024-06-16,2024-06-14,0
2390,643,407,2025-02-21,2025-03-07,2025-03-16,8.96
2391,865,293,2024-07-14,2024-07-28,2024-08-02,8.78
2392,231,233,2025-05-28,2025-06-11,2025-06-12,4.81
2393,758,177,2023-03-12,2023-03-26,,0
2394,527,399,2024-07-25,2024-08-08,2024-08-22,19.57
2395,2,338,2025-06-08,2025-06-22,2025-06-18,0
2396,275,345,2024-11-18,2024-12-02,2024-12-01,0
2397,409,175,2024-12-16,2024-12-30,2025-01-10,1.34
2398,323,402,2023-07-09,2023-07-23,2023-08-06,1.4
2399,886,92,2025-07-14,2025-07-28,2025-08-07,12.86
2400,248,290,2024-05-16,2024-05-30,,0
2401,404,488,2025-03-27,2025-04-10,2025-04-12,15.96
2402,810,332,2024-01-11,2024-01-25,2024-02-03,6.34
2403,576,280,2023-06-14,2023-06-28,2023-06-29,19.4
2404,243,102,2024-02-14,2024-02-28,2024-03-04,5.1
2405,170,224,2024-06-15,2024-06-29,2024-06-25,0
2406,143,128,2023-09-04,2023-09-18,2023-09-18,0
2407,672,354,2024-06-21,2024-07-05,2024-07-21,7.35
2408,831,159,2022-10-24,2022-11-07,2022-11-05,0
2409,909,140,2025-01-03,2025-01-17,2025-02-02,13.61
2410,245,185,2024-12-07,2024-12-21,,0
2411,225,66,2023-08-03,2023-08-17,2023-08-25,5.02
2412,874,458,2024-10-14,2024-10-28,,0
2413,430,399,2024-04-10,2024-04-24,2024-04-29,2.79
2414,244,111,2023-02-15,2023-03-01,2023-03-01,0
2415,388,143,2022-08-05,2022-08-19,2022-08-26,9.67
2416,667,270,2024-03-06,2024-03-20,,0
2417,648,173,2024-07-05,2024-07-19,2024-07-24,2.79
2418,615,155,2023-01-11,2023-01-25,2023-01-31,6.68
2419,522,450,2024-04-12,2024-04-26,2024-04-25,0
2420,79,463,2023-03-17,2023-03-31,2023-04-02,2.76
2421,420,354,2025-02-23,2025-03-09,2025-03-05,0
2422,403,306,2024-07-10,2024-07-24,,0
2423,386,212,2023-01-24,2023-02-07,2023-02-04,0
2424,919,367,2022-11-30,2022-12-14,2022-12-14,0
2425,262,18,2025-07-14,2025-07-28,2025-08-08,5.07
2426,630,100,2025-04-29,2025-05-13,2025-05-21,18.39
2427,743,238,2022-12-01,2022-12-15,2022-12-25,15.55
2428,840,438,2024-11-13,2024-11-27,2024-11-27,0
2429,239,446,2022-10-18,2022-11-01,2022-11-06,11.04
2430,923,102,2024-07-07,2024-07-21,2024-08-01,17.53
2431,255,446,2023-09-26,2023-10-10,2023-10-24,18.6
2432,178,454,2024-09-21,2024-10-05,,0
2433,13,465,2023-01-08,2023-01-22,,0
2434,604,17,2024-01-26,2024-02-09,2024-02-14,6.03
2435,402,256,2023-08-07,2023-08-21,2023-08-24,4.54
2436,100,209,2024-05-31,2024-06-14,2024-06-27,12.77
2437,641,363,2023-01-23,2023-02-06,2023-02-12,14.13
2438,601,106,2024-12-27,2025-01-10,2025-01-25,6.35
2439,182,51,2023-08-04,2023-08-18,,0
2440,442,256,2023-10-17,2023-10-31,2023-10-28,0
2441,295,290,2025-05-09,2025-05-23,2025-06-04,14.71
2442,381,418,2024-11-24,2024-12-08,2024-12-18,12.95
2443,900,498,2023-10-04,2023-10-18,,0
2444,294,245,2024-05-19,2024-06-02,2024-06-09,16.1
2445,129,283,2023-01-13,2023-01-27,2023-02-02,4.65
2446,776,278,2022-11-22,2022-12-06,2022-12-03,0
2447,79,371,2022-11-23,2022-12-07,2022-12-13,6.67
2448,108,113,2023-12-28,2024-01-11,2024-01-16,10.75
2449,177,113,2024-08-28,2024-09-11,2024-09-16,17.46
2450,771,488,2024-12-09,2024-12-23,2025-01-02,18.58
2451,869,5,2025-07-04,2025-07-18,2025-07-24,12.27
2452,300,337,2024-07-11,2024-07-25,2024-07-22,0
2453,716,340,2022-10-07,2022-10-21,2022-10-17,0
2454,539,87,2023-08-25,2023-09-08,2023-09-06,0
2455,155,144,2024-08-06,2024-08-20,2024-08-23,11.69
2456,725,113,2023-08-10,2023-08-24,2023-08-30,17.96
2457,732,368,2023-04-30,2023-05-14,2023-05-11,0
2458,571,163,2024-01-12,2024-01-26,,0
2459,518,302,2025-04-08,2025-04-22,2025-05-06,19.13
2460,902,453,2022-12-17,2022-12-31,2023-01-07,6.02
2461,684,97,2022-09-02,2022-09-16,2022-09-18,17.99
2462,433,117,2023-09-14,2023-09-28,,0
2463,534,347,2022-12-31,2023-01-14,2023-01-30,16.5
2464,828,296,2023-09-21,2023-10-05,2023-10-21,7.17
2465,808,305,2024-05-24,2024-06-07,2024-06-09,7.28
2466,946,251,2023-05-18,2023-06-01,2023-05-30,0
2467,95,487,2023-12-19,2024-01-02,2024-01-05,13.6
2468,389,104,2024-03-01,2024-03-15,2024-03-16,8.74
2469,688,105,2022-12-27,2023-01-10,2023-01-20,1.11
2470,785,202,2023-08-15,2023-08-29,2023-09-10,11.92
2471,634,126,2024-11-27,2024-12-11,,0
2472,601,90,2023-10-27,2023-11-10,,0
2473,909,244,2023-11-16,2023-11-30,2023-12-08,15.63
2474,33,67,2023-09-12,2023-09-26,2023-10-01,1.14
2475,646,480,2022-09-06,2022-09-20,2022-09-27,9.96
2476,565,163,2022-08-26,2022-09-09,2022-09-23,16.43
2477,991,413,2024-05-17,2024-05-31,2024-06-12,3.57
2478,405,354,2023-08-06,2023-08-20,,0
2479,457,446,2023-07-26,2023-08-09,2023-08-20,14.3
2480,512,333,2024-07-24,2024-08-07,2024-08-13,8.44
2481,138,40,2023-03-18,2023-04-01,2023-04-04,2.74
2482,882,122,2023-12-04,2023-12-18,,0
2483,38,344,2023-01-29,2023-02-12,2023-02-09,0
2484,841,298,2023-10-03,2023-10-17,,0
2485,869,457,2023-02-07,2023-02-21,2023-03-06,5.8
2486,894,379,2023-03-02,2023-03-16,2023-03-21,8.36
2487,364,332,2022-08-10,2022-08-24,2022-08-27,19.96
2488,622,156,2024-06-16,2024-06-30,2024-07-03,5.02
2489,598,12,2022-10-04,2022-10-18,2022-10-24,7.04
2490,298,305,2023-10-01,2023-10-15,2023-10-30,12.73
2491,181,374,2023-02-15,2023-03-01,2023-02-28,0
2492,478,207,2025-04-27,2025-05-11,,0
2493,995,186,2023-06-25,2023-07-09,2023-07-13,12.76
2494,471,115,2022-12-20,2023-01-03,2023-01-08,19.37
2495,823,246,2024-03-06,2024-03-20,2024-04-03,15.38
2496,343,136,2025-01-28,2025-02-11,2025-02-10,0
2497,268,401,2022-10-16,2022-10-30,,0
2498,757,262,2022-07-27,2022-08-10,2022-08-19,11.77
2499,114,39,2023-04-14,2023-04-28,2023-04-28,0
2500,223,3,2024-05-03,2024-05-17,2024-05-28,15.93
2501,686,283,2023-11-07,2023-11-21,,0
2502,420,420,2025-07-19,2025-08-02,,0
2503,79,280,2022-11-23,2022-12-07,2022-12-17,1.96
2504,279,316,2024-03-08,2024-03-22,2024-04-06,10.34
2505,323,185,2025-06-06,2025-06-20,2025-06-28,11.18
2506,11,454,2023-10-15,2023-10-29,2023-10-31,13.88
2507,57,367,2023-05-02,2023-05-16,2023-05-22,19.04
2508,305,173,2022-08-28,2022-09-11,2022-09-27,10.49
2509,786,122,2025-05-02,2025-05-16,2025-05-27,5.48
2510,102,188,2024-06-20,2024-07-04,2024-07-04,0
2511,394,283,2023-03-17,2023-03-31,2023-04-10,13.42
2512,54,346,2022-07-26,2022-08-09,2022-08-10,1.8
2513,83,391,2024-07-12,2024-07-26,,0
2514,526,369,2024-04-11,2024-04-25,2024-05-01,1.87
2515,27,178,2025-03-17,2025-03-31,2025-04-10,13.21
2516,609,444,2025-07-05,2025-07-19,2025-08-02,6.75
2517,787,382,2024-06-20,2024-07-04,2024-07-12,7.8
2518,968,98,2023-01-28,2023-02-11,2023-02-13,8.19
2519,129,313,2025-03-16,2025-03-30,2025-04-10,17.37
2520,761,352,2022-11-30,2022-12-14,2022-12-18,15.02
2521,266,462,2024-02-15,2024-02-29,2024-03-02,3.78
2522,663,77,2023-04-20,2023-05-04,2023-05-01,0
2523,408,37,2023-01-07,2023-01-21,,0
2524,217,436,2023-02-17,2023-03-03,2023-03-16,12.38
2525,286,465,2024-05-22,2024-06-05,2024-06-14,14.25
2526,210,392,2023-06-06,2023-06-20,2023-06-18,0
2527,297,53,2024-02-14,2024-02-28,2024-03-13,7.3
2528,942,112,2024-12-11,2024-12-25,2024-12-28,6.95
2529,270,26,2025-06-19,2025-07-03,2025-07-01,0
2530,16,134,2022-12-27,2023-01-10,2023-01-26,15.14
2531,186,160,2025-03-20,2025-04-03,2025-04-19,19.75
2532,794,155,2023-12-16,2023-12-30,,0
2533,22,170,2023-06-30,2023-07-14,2023-07-10,0
2534,46,216,2024-10-23,2024-11-06,2024-11-12,5.7
2535,278,66,2023-08-26,2023-09-09,,0
2536,711,308,2023-12-16,2023-12-30,2023-12-30,0
2537,871,369,2023-11-05,2023-11-19,2023-12-03,8.95
2538,710,276,2022-09-10,2022-09-24,2022-09-27,3.26
2539,145,320,2023-10-18,2023-11-01,2023-11-06,4.66
2540,628,155,2024-04-01,2024-04-15,,0
2541,435,135,2025-07-03,2025-07-17,2025-07-13,0
2542,712,450,2023-08-25,2023-09-08,2023-09-17,6.88
2543,834,208,2023-08-03,2023-08-17,,0
2544,600,160,2023-04-20,2023-05-04,2023-05-18,4.27
2545,12,48,2025-03-25,2025-04-08,2025-04-23,3.63
2546,165,401,2024-10-16,2024-10-30,2024-10-31,1.37
2547,58,80,2025-07-16,2025-07-30,,0
2548,541,181,2025-05-30,2025-06-13,,0
2549,901,85,2023-10-27,2023-11-10,2023-11-06,0
2550,177,16,2024-04-24,2024-05-08,2024-05-17,8.52
2551,600,159,2022-12-21,2023-01-04,2023-01-01,0
2552,387,421,2022-08-22,2022-09-05,2022-09-17,16.05
2553,274,340,2025-07-15,2025-07-29,2025-08-07,7.47
2554,105,464,2022-09-08,2022-09-22,2022-10-02,9.06
2555,719,93,2025-05-07,2025-05-21,2025-05-26,19.93
2556,292,88,2023-06-03,2023-06-17,2023-06-14,0
2557,810,318,2024-07-13,2024-07-27,2024-07-23,0
2558,715,294,2024-04-08,2024-04-22,2024-04-26,14.72
2559,280,262,2025-02-07,2025-02-21,2025-03-06,3.59
2560,836,54,2023-05-30,2023-06-13,2023-06-17,9.24
2561,956,269,2025-04-22,2025-05-06,,0
2562,548,350,2023-10-29,2023-11-12,2023-11-26,14.62
2563,211,277,2025-04-23,2025-05-07,,0
2564,658,104,2023-10-21,2023-11-04,2023-11-01,0
2565,746,329,2024-06-28,2024-07-12,2024-07-15,15.57
2566,248,448,2024-06-04,2024-06-18,,0
2567,25,409,2023-04-08,2023-04-22,2023-05-03,17.85
2568,604,416,2024-05-12,2024-05-26,2024-06-06,16.95
2569,9,455,2023-01-18,2023-02-01,2023-02-10,11.38
2570,749,385,2023-02-13,2023-02-27,2023-03-09,8.55
2571,237,458,2024-03-24,2024-04-07,2024-04-19,15.62
2572,637,495,2023-10-24,2023-11-07,,0
2573,42,107,2022-11-10,2022-11-24,2022-11-29,9.43
2574,37,343,2022-10-30,2022-11-13,2022-11-20,10.41
2575,848,479,2022-08-03,2022-08-17,2022-08-22,9.17
2576,221,468,2025-07-13,2025-07-27,2025-08-02,10.28
2577,272,366,2024-08-16,2024-08-30,2024-09-14,13.88
2578,666,13,2022-09-08,2022-09-22,2022-10-04,5.11
2579,437,281,2024-07-07,2024-07-21,2024-07-20,0
2580,659,34,2024-02-14,2024-02-28,,0
2581,460,263,2024-09-14,2024-09-28,2024-10-10,18.74
2582,314,480,2022-10-31,2022-11-14,2022-11-19,18.79
2583,175,365,2025-05-26,2025-06-09,2025-06-14,3.7
2584,589,258,2024-08-30,2024-09-13,,0
2585,827,274,2023-08-15,2023-08-29,2023-09-01,2.46
2586,767,218,2022-10-16,2022-10-30,2022-11-05,12.29
2587,990,300,2022-11-04,2022-11-18,2022-11-17,0
2588,997,38,2023-07-23,2023-08-06,2023-08-03,0
2589,559,450,2023-07-20,2023-08-03,2023-08-05,14.62
2590,163,224,2025-01-07,2025-01-21,2025-01-26,14.44
2591,366,285,2024-10-21,2024-11-04,2024-11-18,16.17
2592,716,169,2023-02-27,2023-03-13,2023-03-12,0
2593,134,185,2023-06-11,2023-06-25,,0
2594,255,202,2023-11-23,2023-12-07,2023-12-11,9.1
2595,384,397,2022-08-19,2022-09-02,,0
2596,54,71,2023-10-19,2023-11-02,2023-11-13,19.18
2597,727,487,2023-04-29,2023-05-13,2023-05-14,1.21
2598,310,128,2024-10-23,2024-11-06,,0
2599,318,431,2024-03-15,2024-03-29,2024-04-10,14.19
2600,458,341,2024-09-28,2024-10-12,2024-10-16,12.41
2601,217,486,2023-08-28,2023-09-11,2023-09-13,14.1
2602,120,206,2024-08-29,2024-09-12,2024-09-13,9.68
2603,849,186,2024-01-07,2024-01-21,,0
2604,918,365,2025-03-20,2025-04-03,2025-04-04,4.05
2605,596,491,2024-05-05,2024-05-19,2024-05-28,11
2606,91,151,2023-09-09,2023-09-23,2023-10-04,5.64
2607,160,445,2024-04-13,2024-04-27,2024-05-13,12.46
2608,276,392,2022-10-15,2022-10-29,2022-11-06,14.17
2609,840,198,2023-09-04,2023-09-18,2023-09-26,10.4
2610,114,46,2024-12-14,2024-12-28,2025-01-03,18.48
2611,17,153,2022-09-03,2022-09-17,2022-10-01,14.32
2612,669,366,2023-10-05,2023-10-19,2023-10-17,0
2613,620,138,2023-05-28,2023-06-11,2023-06-22,10.49
2614,36,107,2023-06-02,2023-06-16,,0
2615,522,346,2025-01-06,2025-01-20,,0
2616,149,494,2024-01-15,2024-01-29,2024-02-06,16.96
2617,988,263,2025-03-24,2025-04-07,,0
2618,524,103,2024-04-11,2024-04-25,2024-05-09,16.62
2619,921,302,2023-03-19,2023-04-02,2023-04-01,0
2620,874,122,2025-07-07,2025-07-21,2025-08-06,4.82
2621,998,248,2023-11-29,2023-12-13,2023-12-26,2.13
2622,105,102,2024-06-29,2024-07-13,2024-07-12,0
2623,890,488,2024-05-06,2024-05-20,2024-06-01,18.27
2624,512,100,2024-08-23,2024-09-06,2024-09-03,0
2625,129,315,2024-08-25,2024-09-08,2024-09-17,9.36
2626,429,81,2022-08-07,2022-08-21,2022-08-20,0
2627,992,10,2023-10-06,2023-10-20,,0
2628,466,451,2022-11-13,2022-11-27,2022-11-24,0
2629,881,78,2025-03-03,2025-03-17,2025-03-28,5.61
2630,149,332,2023-04-26,2023-05-10,2023-05-24,2.64
2631,978,435,2025-01-12,2025-01-26,2025-02-01,12.16
2632,790,342,2023-08-17,2023-08-31,2023-08-30,0
2633,979,195,2022-08-20,2022-09-03,2022-09-09,13.72
2634,848,251,2024-07-29,2024-08-12,2024-08-25,2.8
2635,258,306,2024-10-25,2024-11-08,2024-11-19,17.33
2636,316,434,2025-04-17,2025-05-01,2025-05-05,11.06
2637,360,342,2023-02-18,2023-03-04,2023-02-28,0
2638,590,187,2022-09-06,2022-09-20,2022-09-30,7.39
2639,612,34,2025-05-09,2025-05-23,2025-06-06,1.72
2640,309,66,2024-04-20,2024-05-04,2024-05-03,0
2641,436,442,2024-09-27,2024-10-11,2024-10-20,16.24
2642,961,396,2024-01-02,2024-01-16,2024-01-30,10.89
2643,553,428,2024-04-21,2024-05-05,,0
2644,333,310,2024-03-18,2024-04-01,2024-04-05,12.4
2645,921,100,2023-10-17,2023-10-31,2023-11-13,8.2
2646,521,101,2024-09-05,2024-09-19,,0
2647,442,6,2024-07-24,2024-08-07,2024-08-12,15.61
2648,21,311,2024-05-13,2024-05-27,2024-05-29,15.66
2649,513,252,2023-03-30,2023-04-13,2023-04-16,16.75
2650,4,312,2024-06-06,2024-06-20,2024-06-25,19.19
2651,464,468,2022-10-26,2022-11-09,2022-11-24,16.97
2652,506,185,2025-05-20,2025-06-03,2025-06-07,5.61
2653,582,424,2022-08-04,2022-08-18,2022-08-14,0
2654,369,318,2025-06-07,2025-06-21,2025-06-18,0
2655,214,483,2024-05-02,2024-05-16,2024-05-14,0
2656,252,304,2025-03-16,2025-03-30,,0
